dwell_time_min,cut,replicate,mutant,date,salt,hmgb1
4.697777777777778,0,3,12HeptA4T,190702,Ca,80
4.031666666666666,0,3,12HeptA4T,190702,Ca,80
6.662222222222222,0,3,12HeptA4T,190702,Ca,80
0.9438888888888889,0,3,12HeptA4T,190702,Ca,80
12.195,0,3,12HeptA4T,190702,Ca,80
10.351111111111111,0,3,12HeptA4T,190702,Ca,80
1.4977777777777779,0,3,12HeptA4T,190702,Ca,80
4.2877777777777775,0,3,12HeptA4T,190702,Ca,80
5.222222222222222,0,3,12HeptA4T,190702,Ca,80
0.7755555555555556,0,3,12HeptA4T,190702,Ca,80
3.6438888888888887,0,4,12HeptA4T,190702,Ca,80
0.7177777777777777,0,5,12HeptA4T,190702,Ca,80
0.7377777777777778,0,7,12HeptA4T,190702,Ca,80
0.905,0,7,12HeptA4T,190702,Ca,80
1.143888888888889,0,7,12HeptA4T,190702,Ca,80
4.9816666666666665,0,7,12HeptA4T,190702,Ca,80
0.785,0,7,12HeptA4T,190702,Ca,80
5.777222222222222,0,7,12HeptA4T,190702,Ca,80
1.0972222222222223,0,8,12HeptA4T,190702,Ca,80
1.5805555555555555,0,8,12HeptA4T,190702,Ca,80
2.3705555555555557,0,8,12HeptA4T,190702,Ca,80
1.7633333333333334,0,8,12HeptA4T,190702,Ca,80
2.9044444444444446,0,8,12HeptA4T,190702,Ca,80
2.6283333333333334,0,8,12HeptA4T,190702,Ca,80
1.9372222222222222,0,8,12HeptA4T,190702,Ca,80
4.019444444444445,0,8,12HeptA4T,190702,Ca,80
4.117222222222222,0,8,12HeptA4T,190702,Ca,80
1.316111111111111,0,8,12HeptA4T,190702,Ca,80
2.0316666666666667,0,8,12HeptA4T,190702,Ca,80
1.9066666666666667,0,10,12HeptA4T,190702,Ca,80
0.89,0,10,12HeptA4T,190702,Ca,80
9.835,0,10,12HeptA4T,190702,Ca,80
13.118333333333334,0,11,12HeptA4T,190702,Ca,80
7.166666666666667,0,11,12HeptA4T,190702,Ca,80
1.4305555555555556,0,11,12HeptA4T,190702,Ca,80
2.7816666666666667,0,11,12HeptA4T,190702,Ca,80
5.9927777777777775,0,11,12HeptA4T,190702,Ca,80
5.596666666666667,0,12,12HeptA4T,190702,Ca,80
